Pesticide Code,Commodity Code,EPA Tolerance Value,pp_,Note,Comment
678,ST,NT,M,,
678,YF,NT,M,,
679,AP,0.5,M,,
679,BB,NT,M,,
679,BN,4.0,M,,Post-harvest Application
679,BR,0.03,M,,Inadvertent/Negligible Residue
679,BZ,NT,M,,
679,CB,0.03,M,,
679,CE,0.03,M,,Inadvertent/Negligible Residue
679,CH,5.0,M,,
679,CR,0.03,M,,Inadvertent/Negligible Residue
679,CS,0.03,M,,
679,CZ,5.0,M,,
679,DF,0.2,M,,
679,FS,NA,M,,
679,GB,1.0,M,,
679,GC,1.0,M,,
679,GJ,1.0,M,,
679,GZ,1.0,M,,
679,NE,2.0,M,,
679,OA,0.03,M,,Inadvertent/Negligible Residue
679,PC,2.0,M,,
679,RI,0.03,M,,Inadvertent/Negligible Residue
679,SS,0.20,M,,
679,ST,0.50,M,,
679,TO,0.30,M,,
679,WM,0.20,M,,
679,YF,0.25,M,,
682,CB,NT,M,,
682,CS,NT,M,,
682,ST,NT,M,,
699,BB,NT,M,,
699,BZ,NT,M,,
699,CB,NT,M,,
699,CE,NT,M,,
699,CS,NT,M,,
699,NE,1.0,M,,
699,SS,NT,M,,
699,ST,NT,M,,
699,YF,NT,M,,
701,BB,NT,M,,
701,BZ,NT,M,,
701,CB,NT,M,,
701,CE,NT,M,,
701,CS,NT,M,,
701,OA,0.5,M,,Inadvertent/Negligible Residue
701,RI,0.5,M,,Inadvertent/Negligible Residue
701,SS,NT,M,,
701,ST,NT,M,,
706,AP,NT,M,,
706,BB,NT,M,,
706,BN,NT,M,,
706,BZ,NT,M,,
706,CB,NT,M,,
706,CE,NT,M,,
706,CH,NT,M,,
706,CS,NT,M,,
706,CZ,NT,M,,
706,DF,NT,M,,
706,FS,NA,M,,
706,GB,0.75,M,,Interim Tolerance
706,GC,0.75,M,,Interim Tolerance
706,GJ,NT,M,,
706,GZ,0.75,M,,Interim Tolerance
706,SS,NT,M,,
706,ST,NT,M,,
706,TO,NT,M,,
706,WM,NT,M,,
706,YF,NT,M,,
708,BB,NT,M,,
708,BZ,NT,M,,
708,CB,NT,M,,
708,CE,NT,M,,
708,CS,NT,M,,
708,SS,NT,M,,
708,ST,NT,M,,
708,YF,NT,M,,
713,AP,0.05,M,,
713,BB,NT,M,,
713,BR,0.05,M,,
713,BZ,NT,M,,
713,CB,NT,M,,
713,CE,NT,M,,
713,CS,NT,M,,
713,DF,0.01,M,,
713,FS,NA,M,,
713,GC,NT,M,,
713,GJ,0.05,M,,
713,GZ,NT,M,,
713,NE,0.05,M,,
713,PC,0.05,M,,
713,SS,NT,M,,
713,ST,NT,M,,
713,TO,NT,M,,
713,WM,NT,M,,
713,YF,0.05,M,,
714,BB,1.0,M,,
714,BN,0.05,M,,Food/Feed Tolerance unless cov
714,BZ,1.0,M,,
714,CB,0.1,M,,
714,CH,3.0,M,,
714,CR,0.5,M,,
714,CS,0.1,M,,
714,CZ,3.0,M,,
714,NE,3.0,M,,
714,ST,0.05,M,,All Food/Feed Commodities Tole
717,BB,0.02,M,,
717,BZ,0.02,M,,
717,CB,NT,M,,
717,CE,NT,M,,
717,CS,NT,M,,
717,SS,NT,M,,
717,ST,NT,M,,
719,AP,NT,M,,
719,BB,NT,M,,
719,BN,NT,M,,
719,BR,0.10,M,,
719,BZ,NT,M,,
719,CB,NT,M,,
719,CE,NT,M,,
719,CH,NT,M,,
719,CS,NT,M,,
719,CZ,NT,M,,
719,DF,NT,M,,
719,FS,NA,M,,
719,GB,0.05,M,,
719,GC,0.05,M,,
719,GJ,NT,M,,
719,GZ,0.05,M,,
719,PC,NT,M,,
719,SS,0.1,M,,
719,ST,NT,M,,
719,TO,NT,M,,
719,WM,0.05,M,,
719,YF,0.05,M,,
720,AP,0.1,M,,
720,BB,0.2,M,,
720,BN,NT,M,,
720,BR,NT,M,,
720,BZ,0.2,M,,
720,CB,NT,M,,
720,CE,NT,M,,
720,CH,0.1,M,,
720,CS,NT,M,,
720,CZ,0.1,M,,
720,DF,0.1,M,,
720,FS,NA,M,,
720,GC,NT,M,,
720,GJ,0.1,M,,
720,GZ,NT,M,,
720,NE,0.1,M,,
720,PC,0.1,M,,
720,SS,NT,M,,
720,ST,NT,M,,
720,TO,NT,M,,
720,WM,NT,M,,
720,YF,0.1,M,,
721,AP,NT,M,,
721,BB,NT,M,,
721,BN,NT,M,,
721,BZ,NT,M,,
721,CB,NT,M,,
721,CE,NT,M,,
721,CH,NT,M,,
721,CS,NT,M,,
721,CZ,NT,M,,
721,DF,NT,M,,
721,FS,NA,M,,
721,GB,NT,M,,
721,GC,NT,M,,
721,GJ,NT,M,,
721,GZ,NT,M,,
721,SS,0.05,M,,
721,ST,NT,M,,
721,TO,NT,M,,
721,WM,0.05,M,,
721,YF,0.05,M,,
722,BB,NT,M,,
722,BN,NT,M,,
722,BR,NT,M,,
722,BZ,NT,M,,
722,CB,NT,M,,
722,CE,NT,M,,
722,CH,NT,M,,
722,CS,NT,M,,
722,CZ,NT,M,,
722,GB,0.1,M,,
722,PC,NT,M,,
722,SS,NT,M,,
722,ST,NT,M,,
722,YF,0.1,M,,
723,BB,NT,M,,
723,BN,NT,M,,
723,BZ,NT,M,,
723,CB,NT,M,,
723,CE,NT,M,,
723,CH,NT,M,,
723,CS,NT,M,,
723,CZ,NT,M,,
723,NE,0.40,M,,
723,PC,0.40,M,,
723,SS,NT,M,,
723,ST,NT,M,,
723,YF,NT,M,,
725,CB,0.1,M,,
725,CS,0.1,M,,
725,ST,NT,M,,
726,AP,NT,M,,
726,BB,NT,M,,
726,BZ,NT,M,,
726,CB,NT,M,,
726,CE,0.2,M,,Regional Tolerance
726,CS,NT,M,,
726,DF,0.05,M,,
726,FS,NA,M,,
726,GC,NT,M,,
726,GJ,NT,M,,
726,GZ,NT,M,,
726,RI,0.2,M,,
726,SS,NT,M,,
726,ST,NT,M,,
726,TO,NT,M,,
726,WM,NT,M,,
726,YF,NT,M,,
727,BB,NT,M,,
727,BZ,NT,M,,
727,CB,NT,M,,
727,CE,NT,M,,
727,CS,NT,M,,
727,SS,NT,M,,
727,ST,0.05,M,,
728,BB,NT,M,,
728,BZ,NT,M,,
728,CB,NT,M,,
728,CE,NT,M,,
728,CS,NT,M,,
728,SS,NT,M,,
728,ST,NT,M,,
728,YF,NT,M,,
731,BB,NT,M,,
731,BZ,NT,M,,
731,CB,NT,M,,
731,CE,NT,M,,
731,CS,NT,M,,
731,SS,NT,M,,
731,ST,NT,M,,
736,AP,0.1,M,,Inadvertent/Negligible Residue
736,BB,0.1,M,,Inadvertent/Negligible Residue
736,BN,0.1,M,,Inadvertent/Negligible Residue
736,BR,0.1,M,,Inadvertent/Negligible Residue
736,BZ,0.1,M,,Inadvertent/Negligible Residue
736,CB,0.1,M,,Inadvertent/Negligible Residue
736,CE,0.1,M,,Inadvertent/Negligible Residue
736,CH,0.1,M,,Inadvertent/Negligible Residue
736,CR,0.1,M,,Inadvertent/Negligible Residue
736,CS,0.1,M,,Inadvertent/Negligible Residue
736,CZ,0.1,M,,Inadvertent/Negligible Residue
736,FS,0.5,M,,
736,GB,0.1,M,,Inadvertent/Negligible Residue
736,GJ,0.1,M,,Inadvertent/Negligible Residue
736,NE,0.1,M,,Inadvertent/Negligible Residue
736,OA,0.1,M,,Inadvertent/Negligible Residue
736,PC,0.1,M,,Inadvertent/Negligible Residue
736,RI,0.1,M,,Inadvertent/Negligible Residue
736,SS,0.1,M,,Inadvertent/Negligible Residue
736,ST,0.1,M,,Inadvertent/Negligible Residue
736,WM,0.1,M,,Inadvertent/Negligible Residue
736,YF,0.1,M,,
737,AP,0.05,M,,
737,BB,0.05,M,,
737,BN,NT,M,,
737,BR,NT,M,,
737,BZ,0.05,M,,
737,CB,NT,M,,
737,CE,NT,M,,
737,CH,0.05,M,,
737,CS,NT,M,,
737,CZ,0.05,M,,
737,FS,NA,M,,
737,GJ,0.05,M,,
737,NE,0.05,M,,
737,PC,0.05,M,,
737,SS,NT,M,,
737,ST,0.05,M,,
737,WM,NT,M,,
738,FS,NA,M,,
738,GJ,NT,M,,
740,AP,NT,M,,
740,CB,NT,M,,
740,CR,0.10,M,,Regional Tolerance
740,CS,NT,M,,
740,FS,NA,M,,
740,GB,NT,M,,
740,GJ,NT,M,,
740,SS,0.15,M,,
740,WM,0.15,M,,
745,BB,NT,M,,
745,BN,0.1,M,,Interim Tolerance
745,BR,NT,M,,
745,BZ,NT,M,,
745,CB,NT,M,,
745,CE,NT,M,,
745,CH,NT,M,,
745,CS,NT,M,,
745,CZ,NT,M,,
745,DF,NT,M,,
745,GC,NT,M,,
745,GZ,NT,M,,
745,PC,NT,M,,
745,SS,NT,M,,
745,ST,NT,M,,
745,TO,NT,M,,
745,YF,NT,M,,
746,BB,NT,M,,
746,BN,0.1,M,,Interim Tolerance
746,BR,NT,M,,
746,BZ,NT,M,,
746,CB,NT,M,,
746,CE,NT,M,,
746,CH,NT,M,,
746,CS,NT,M,,
746,CZ,NT,M,,
746,DF,NT,M,,
746,GC,NT,M,,
746,GJ,0.1,M,,Interim Tolerance
746,GZ,NT,M,,
746,PC,NT,M,,
746,SS,NT,M,,
746,ST,NT,M,,
746,TO,NT,M,,
746,WM,NT,M,,
746,YF,NT,M,,
750,BB,NT,M,,
750,BZ,NT,M,,
750,CB,NT,M,,
750,CE,NT,M,,
750,CS,NT,M,,
750,GB,0.25,M,,
750,SS,NT,M,,
750,ST,NT,M,,
750,YF,0.05,M,,
752,CB,0.05,M,,
752,CS,0.05,M,,
752,ST,NT,M,,
758,BB,NT,M,,
758,BN,NT,M,,
758,BZ,NT,M,,
758,CB,0.05,M,,
758,CE,NT,M,,
758,CH,NT,M,,
758,CS,0.05,M,,
758,CZ,NT,M,,
758,GB,0.5,M,,
758,SS,NT,M,,
758,ST,NT,M,,
769,AP,1.5,M,,
769,BB,5.0,M,,Inadvertent/Negligible Residue
769,BN,NT,M,,
769,BZ,5.0,M,,Inadvertent/Negligible Residue
769,CB,NT,M,,
769,CE,NT,M,,
769,CH,2.0,M,,
769,CR,NT,M,,
769,CS,NT,M,,
769,CZ,2.0,M,,
769,FS,NA,M,,
769,GB,NT,M,,
769,GJ,NT,M,,
769,NE,2.0,M,,
769,OA,NT,M,,
769,RI,NT,M,,
769,SS,NT,M,,
769,ST,NT,M,,
769,WM,NT,M,,
769,YF,NT,M,,
772,AP,0.01,M,,
772,BB,0.1,M,,Food Handling Establishment To
772,BN,0.1,M,,
772,BZ,0.1,M,,Food Handling Establishment To
772,CB,0.05,M,,
772,CE,0.1,M,,Food Handling Establishment To
772,CH,1.0,M,,
772,CR,0.1,M,,Food Handling Establishment To
772,CS,0.05,M,,
772,CZ,1.0,M,,
772,DF,0.01,M,,
772,FS,0.1,M,,Food Handling Establishment To
772,GB,0.05,M,,
772,GC,0.05,M,,
772,GJ,0.01,M,,Regional Tolerance
772,GZ,0.05,M,,
772,NE,0.05,M,,
772,SS,0.1,M,,Food Handling Establishment To
772,ST,0.2,M,,
772,TO,0.1,M,,Food Handling Establishment To
772,WM,0.1,M,,Food Handling Establishment To
772,YF,0.3,M,,
777,BB,NT,M,,
777,BZ,NT,M,,
777,CB,NT,M,,
777,CE,NT,M,,
777,CS,NT,M,,
777,RI,0.05,M,,
777,SS,NT,M,,
777,ST,NT,M,,
778,RI,NT,M,,
779,AP,NT,M,,
779,BB,NT,M,,
779,BZ,NT,M,,
779,CB,1.0,M,,
779,CE,NT,M,,
779,CS,1.0,M,,
779,DF,NT,M,,
779,FS,NA,M,,
779,GC,NT,M,,
779,GJ,NT,M,,
779,GZ,NT,M,,
779,SS,NT,M,,
779,ST,NT,M,,
779,TO,NT,M,,
779,WM,NT,M,,
779,YF,0.1,M,,
780,BB,NT,M,,
780,BZ,NT,M,,
780,CB,NT,M,,
780,CE,NT,M,,
780,CS,NT,M,,
780,DF,0.8,M,,
780,GC,NT,M,,
780,GZ,NT,M,,
780,SS,NT,M,,
780,ST,NT,M,,
780,TO,NT,M,,
780,YF,NT,M,,
781,AP,0.5,M,,
781,BB,0.05,M,,Food/Feed Tolerance unless cov
781,BN,0.05,M,,Food/Feed Tolerance unless cov
781,BR,2.5,M,,
781,BZ,0.05,M,,Food/Feed Tolerance unless cov
781,CB,0.05,M,,
781,CE,6.0,M,,
781,CH,0.3,M,,
781,CR,0.20,M,,
781,CS,0.05,M,,
781,CZ,0.3,M,,
781,DF,0.2,M,,
781,FS,0.05,M,,Food/Feed Tolerance unless cov
781,GB,0.05,M,,Food/Feed Tolerance unless cov
781,GC,0.05,M,,Food/Feed Tolerance unless cov
781,GJ,1.0,M,,
781,GZ,0.05,M,,Food/Feed Tolerance unless cov
781,NE,0.3,M,,
781,OA,0.15,M,,
781,PC,0.3,M,,
781,RI,0.05,M,,All Food/Feed Commodities Tole
781,SS,0.1,M,,
781,ST,0.05,M,,All Food/Feed Commodities Tole
781,TO,0.20,M,,
781,WM,0.1,M,,
781,YF,0.03,M,,
783,CB,0.1,M,,
783,CS,0.1,M,,
783,ST,NT,M,,
793,CB,NT,M,,
793,CS,NT,M,,
793,OA,0.1,M,,Inadvertent/Negligible Residue
793,RI,0.1,M,,Inadvertent/Negligible Residue
793,ST,NT,M,,
797,BB,NT,M,,
797,BZ,NT,M,,
797,CB,0.02,M,,
797,CE,NT,M,,
797,CS,0.02,M,,
797,SS,NT,M,,
797,ST,NT,M,,
798,BB,NT,M,,
798,BZ,NT,M,,
798,CB,NT,M,,
798,CE,NT,M,,
798,CS,NT,M,,
798,SS,NT,M,,
798,ST,NT,M,,
804,CB,NT,M,,
804,CS,NT,M,,
804,RI,3.0,M,,
804,ST,NT,M,,
807,AP,NT,M,,
807,BB,NT,M,,
807,BZ,NT,M,,
807,CB,0.05,M,,
807,CE,NT,M,,
807,CS,0.05,M,,
807,FS,NA,M,,
807,GB,NT,M,,
807,GJ,NT,M,,
807,OA,0.05,M,,Inadvertent/Negligible Residue
807,RI,0.05,M,,Inadvertent/Negligible Residue
807,SS,NT,M,,
807,ST,NT,M,,
807,WM,NT,M,,
807,YF,1.0,M,,
808,AP,5.0,M,,
808,BB,3.0,M,,
808,BN,NT,M,,
808,BR,3.0,M,,
808,BZ,3.0,M,,
808,CB,NT,M,,
808,CE,NT,M,,
808,CH,5.0,M,,
808,CR,NT,M,,
808,CS,NT,M,,
808,CZ,5.0,M,,
808,DF,0.08,M,,
808,FS,NA,M,,
808,GB,NT,M,,
808,GC,NT,M,,
808,GJ,5.0,M,,
808,GZ,NT,M,,
808,NE,1.4,M,,
808,OA,NT,M,,
808,PC,1.4,M,,
808,RI,NT,M,,
808,SS,0.5,M,,
808,ST,2.0,M,,
808,TO,1.0,M,,
808,WM,0.5,M,,
808,YF,NT,M,,
811,CB,NT,M,,
811,CS,NT,M,,
811,ST,NT,M,,
832,BB,NT,M,,
832,BZ,NT,M,,
832,CB,NT,M,,
832,CE,NT,M,,
832,CS,NT,M,,
832,SS,NT,M,,
832,ST,NT,M,,
833,BB,NT,M,,
833,BR,NT,M,,
833,BZ,NT,M,,
833,CB,NT,M,,
833,CE,NT,M,,
833,CS,NT,M,,
833,PC,NT,M,,
833,SS,NT,M,,
833,ST,NT,M,,
833,YF,NT,M,,
840,CB,NT,M,,
840,CR,NT,M,,
840,CS,NT,M,,
840,NE,NT,M,,
840,ST,NT,M,,
841,CB,NT,M,,
841,CS,NT,M,,
841,ST,NT,M,,
843,BB,NT,M,,
843,BZ,NT,M,,
843,CB,NT,M,,
843,CE,NT,M,,
843,CS,NT,M,,
843,SS,NT,M,,
843,ST,NT,M,,
843,YF,NT,M,,
848,AP,0.01,M,,All Food/Feed Commodities Tole
848,BB,0.01,M,,Food/Feed Tolerance unless cov
848,BN,0.01,M,,Food/Feed Tolerance unless cov
848,BR,0.01,M,,Food/Feed Tolerance unless cov
848,BZ,0.01,M,,Food/Feed Tolerance unless cov
848,CB,0.01,M,,All Food/Feed Commodities Tole
848,CE,0.01,M,,Food/Feed Tolerance unless cov
848,CH,0.01,M,,Food/Feed Tolerance unless cov
848,CR,0.01,M,,Food/Feed Tolerance unless cov
848,CS,0.01,M,,All Food/Feed Commodities Tole
848,CZ,0.01,M,,Food/Feed Tolerance unless cov
848,DF,0.01,M,,Food/Feed Tolerance unless cov
848,FS,0.01,M,,Food/Feed Tolerance unless cov
848,GB,0.01,M,,Food/Feed Tolerance unless cov
848,GC,0.01,M,,Food/Feed Tolerance unless cov
848,GJ,0.01,M,,Food/Feed Tolerance unless cov
848,GZ,0.01,M,,Food/Feed Tolerance unless cov
848,NE,0.01,M,,Food/Feed Tolerance unless cov
848,OA,0.01,M,,All Food/Feed Commodities Tole
848,PC,0.01,M,,Food/Feed Tolerance unless cov
848,RI,0.01,M,,All Food/Feed Commodities Tole
848,SS,0.01,M,,Food/Feed Tolerance unless cov
848,ST,0.01,M,,All Food/Feed Commodities Tole
848,TO,0.01,M,,All Food/Feed Commodities Tole
848,WM,0.01,M,,All Food/Feed Commodities Tole
848,YF,0.01,M,,Food/Feed Tolerance unless cov
850,BB,NT,M,,
850,BR,NT,M,,
850,BZ,NT,M,,
850,CB,NT,M,,
850,CE,NT,M,,
850,CS,NT,M,,
850,PC,NT,M,,
850,SS,NT,M,,
850,ST,NT,M,,
850,YF,NT,M,,
856,BB,NT,M,,
856,BZ,NT,M,,
856,CB,NT,M,,
856,CE,NT,M,,
856,CS,NT,M,,
856,SS,NT,M,,
856,ST,NT,M,,
856,YF,NT,M,,
857,BB,NT,M,,
857,BN,NT,M,,
857,BR,NT,M,,
857,BZ,NT,M,,
857,CH,NT,M,,
857,CZ,NT,M,,
857,NE,NT,M,,
857,PC,NT,M,,
858,BR,NT,M,,
858,CB,NT,M,,
858,CE,NT,M,,
858,CS,NT,M,,
858,PC,NT,M,,
858,ST,NT,M,,
858,TO,NT,M,,
859,BB,NT,M,,
859,BR,NT,M,,
859,BZ,NT,M,,
859,CB,NT,M,,
859,CE,NT,M,,
859,CS,NT,M,,
859,PC,NT,M,,
859,SS,NT,M,,
859,ST,NT,M,,
859,YF,NT,M,,
860,CB,NT,M,,
860,CS,NT,M,,
860,ST,NT,M,,
872,AP,NT,M,,
872,BB,NT,M,,
872,BN,NT,M,,
872,BR,NT,M,,
872,BZ,NT,M,,
872,CB,NT,M,,
872,CE,NT,M,,
872,CH,NT,M,,
872,CS,NT,M,,
872,CZ,NT,M,,
872,GJ,NT,M,,
872,NE,NT,M,,
872,PC,NT,M,,
872,SS,NT,M,,
872,ST,NT,M,,
872,WM,NT,M,,
872,YF,NT,M,,
873,BB,NT,,,
873,BN,NT,M,,
873,BR,NT,M,,
873,BZ,NT,,,
873,CB,NT,M,,
873,CE,NT,M,,
873,CH,NT,M,,
873,CS,NT,M,,
873,CZ,NT,M,,
873,PC,NT,M,,
873,SS,NT,M,,
873,ST,NT,M,,
873,YF,NT,M,,
877,AP,NT,M,,
877,BB,NT,M,,
877,BN,NT,M,,
877,BZ,NT,M,,
877,CB,NT,M,,
877,CE,6.0,M,,
877,CH,NT,M,,
877,CS,NT,M,,
877,CZ,NT,M,,
877,DF,NT,M,,
877,FS,NA,M,,
877,GB,NT,M,,
877,GC,NT,M,,
877,GZ,NT,M,,
877,SS,0.05,M,,
877,ST,NT,M,,
877,TO,0.2,M,,
877,WM,0.05,M,,
877,YF,NT,M,,
886,AP,NT,M,,
886,BB,NT,M,,
886,BR,NT,M,,
886,BZ,NT,M,,
886,CB,NT,M,,
886,CE,NT,M,,
886,CS,NT,M,,
886,GJ,NT,M,,
886,PC,NT,M,,
886,SS,NT,M,,
886,ST,NT,M,,
886,WM,NT,M,,
886,YF,NT,M,,
900,AP,1.0,M,,Regional Tolerance
900,BB,0.3,M,,
900,BN,NT,M,,
900,BR,3.0,M,,
900,BZ,0.3,M,,
900,CB,0.2,M,,Regional Tolerance
900,CE,8.0,M,,
900,CH,2.0,M,,
900,CR,0.2,M,,
900,CS,0.2,M,,Regional Tolerance
900,CZ,2.0,M,,
900,DF,2.0,M,,
900,FS,NA,M,,
900,GB,2.0,M,,
900,GC,2.0,M,,
900,GJ,NT,M,,
900,GZ,2.0,M,,
900,NE,2.0,M,,
900,PC,2.0,M,,
900,SS,1.0,M,,
900,ST,2.0,M,,
900,TO,1.0,M,,Regional Tolerance
900,WM,1.0,M,,
900,YF,2.0,M,,
901,AP,1.0,M,,Regional Tolerance
901,BB,0.3,M,,
901,BN,NT,M,,
901,BR,3.0,M,,
901,BZ,0.3,M,,
901,CB,0.2,M,,Regional Tolerance
901,CE,8.0,M,,
901,CH,2.0,M,,
901,CR,0.2,M,,
901,CS,0.2,M,,Regional Tolerance
901,CZ,2.0,M,,
901,DF,2.0,M,,
901,FS,NA,M,,
901,GB,2.0,M,,
901,GC,2.0,M,,
901,GJ,NT,M,,
901,GZ,2.0,M,,
901,NE,2.0,M,,
901,PC,2.0,M,,
901,SS,1.0,M,,
901,ST,2.0,M,,
901,TO,1.0,M,,Regional Tolerance
901,WM,1.0,M,,
901,YF,2.0,M,,
902,AP,1.0,M,,Regional Tolerance
902,BB,0.3,M,,
902,BN,NT,M,,
902,BR,3.0,M,,
902,BZ,0.3,M,,
902,CB,0.2,M,,Regional Tolerance
902,CE,8.0,M,,
902,CH,2.0,M,,
902,CR,0.2,M,,
902,CS,0.2,M,,Regional Tolerance
902,CZ,2.0,M,,
902,DF,2.0,M,,
902,FS,NA,M,,
902,GB,2.0,M,,
902,GC,2.0,M,,
902,GJ,NT,M,,
902,GZ,2.0,M,,
902,NE,2.0,M,,
902,PC,2.0,M,,
902,SS,1.0,M,,
902,ST,2.0,M,,
902,TO,1.0,M,,Regional Tolerance
902,WM,1.0,M,,
902,YF,2.0,M,,
903,AP,0.05,M,AL,Action Level
903,BB,0.05,M,AL,Action Level
903,BN,NT,M,,
903,BR,NT,M,,
903,BZ,0.05,M,AL,Action Level
903,CB,0.05,M,AL,Action Level
903,CE,0.05,M,AL,Action Level
903,CH,0.05,M,AL,Action Level
903,CR,0.3,M,AL,Action Level
903,CS,0.05,M,AL,Action Level
903,CZ,0.05,M,AL,Action Level
903,DF,NT,M,,
903,FS,NA,M,,
903,GB,0.05,M,AL,Action Level
903,GC,0.05,M,AL,Action Level
903,GJ,0.05,M,AL,Action Level
903,GZ,0.05,M,AL,Action Level
903,NE,0.05,M,AL,Action Level
903,OA,0.05,M,AL,Action Level
903,PC,0.05,M,AL,Action Level
903,RI,0.05,M,AL,Action Level
903,SS,0.05,M,AL,Action Level
903,ST,0.05,M,AL,Action Level
903,TO,0.05,M,AL,Action Level
903,WM,0.05,M,AL,Action Level
903,YF,0.05,M,AL,Action Level
904,AP,0.05,M,AL,Action Level
904,BB,0.05,M,AL,Action Level
904,BZ,0.05,M,AL,Action Level
904,CB,0.05,M,AL,Action Level
904,CE,0.05,M,AL,Action Level
904,CR,0.3,M,AL,Action Level
904,CS,0.05,M,AL,Action Level
904,FS,NA,M,,
904,GB,0.05,M,AL,Action Level
904,GJ,0.05,M,AL,Action Level
904,NE,0.05,M,AL,Action Level
904,OA,0.05,M,AL,Action Level
904,PC,0.05,M,AL,Action Level
904,RI,0.05,M,AL,Action Level
904,SS,0.05,M,AL,Action Level
904,ST,0.05,M,AL,Action Level
904,WM,0.05,M,AL,Action Level
904,YF,0.05,M,AL,Action Level
905,BB,0.05,M,AL,Action Level
905,BZ,0.05,M,AL,Action Level
905,CB,0.05,M,AL,Action Level
905,CE,0.05,M,AL,Action Level
905,CS,0.05,M,AL,Action Level
905,SS,0.05,M,AL,Action Level
905,ST,0.05,M,AL,Action Level
905,YF,0.05,M,AL,Action Level
906,AP,0.1,M,AL,Action Level
906,BB,0.1,M,AL,Action Level
906,BN,NT,M,,
906,BR,0.5,M,AL,Action Level
906,BZ,0.1,M,AL,Action Level
906,CB,0.1,M,AL,Action Level
906,CE,0.5,M,AL,Action Level
906,CH,0.2,M,AL,Action Level
906,CR,3,M,AL,Action Level
906,CS,0.1,M,AL,Action Level
906,CZ,0.2,M,AL,Action Level
906,DF,NT,M,,
906,FS,5,M,AL,Action Level
906,GC,0.2,M,AL,Action Level
906,GJ,0.05,M,AL,Action Level
906,GZ,0.2,M,AL,Action Level
906,NE,0.2,M,AL,Action Level
906,OA,0.5,M,AL,Action Level
906,PC,0.2,M,AL,Action Level
906,RI,0.5,M,AL,Action Level
906,SS,0.1,M,AL,Action Level
906,ST,0.1,M,AL,Action Level
906,TO,0.05,M,AL,Action Level
906,WM,0.1,M,AL,Action Level
906,YF,0.2,M,AL,Action Level
907,BB,0.1,M,AL,Action Level
907,BZ,0.1,M,AL,Action Level
907,CB,0.1,M,AL,Action Level
907,CE,0.5,M,AL,Action Level
907,CR,3,M,AL,Action Level
907,CS,0.1,M,AL,Action Level
907,DF,NT,M,,
907,GC,0.2,M,AL,Action Level
907,GZ,0.2,M,AL,Action Level
907,NE,0.2,M,AL,Action Level
907,OA,0.5,M,AL,Action Level
907,RI,0.5,M,AL,Action Level
907,SS,0.1,M,AL,Action Level
907,ST,0.1,M,AL,Action Level
907,TO,0.05,M,AL,Action Level
907,YF,0.2,M,AL,Action Level
908,AP,0.1,M,AL,Action Level
908,BB,0.1,M,AL,Action Level
908,BN,NT,M,,
908,BR,0.5,M,AL,Action Level
908,BZ,0.1,M,AL,Action Level
908,CB,0.1,M,AL,Action Level
908,CE,0.5,M,AL,Action Level
908,CH,0.2,M,AL,Action Level
908,CS,0.1,M,AL,Action Level
908,CZ,0.2,M,AL,Action Level
908,DF,NT,M,,
908,FS,5,M,AL,Action Level
908,GB,0.2,M,AL,Action Level
908,GC,0.2,M,AL,Action Level
908,GJ,0.05,M,AL,Action Level
908,GZ,0.2,M,AL,Action Level
908,OA,0.5,M,AL,Action Level
908,PC,0.2,M,AL,Action Level
908,RI,0.5,M,AL,Action Level
908,SS,0.1,M,AL,Action Level
908,ST,0.1,M,AL,Action Level
908,TO,0.05,M,AL,Action Level
908,WM,0.1,M,AL,Action Level
908,YF,0.2,M,AL,Action Level
909,AP,0.1,M,AL,Action Level
909,BB,0.1,M,AL,Action Level
909,BZ,0.1,M,AL,Action Level
909,CB,0.1,M,AL,Action Level
909,CE,0.5,M,AL,Action Level
909,CS,0.1,M,AL,Action Level
909,DF,NT,M,,
909,FS,5,M,AL,Action Level
909,GC,0.2,M,AL,Action Level
909,GJ,0.05,M,AL,Action Level
909,GZ,0.2,M,AL,Action Level
909,OA,0.5,M,AL,Action Level
909,RI,0.5,M,AL,Action Level
909,SS,0.1,M,AL,Action Level
909,ST,0.1,M,AL,Action Level
909,TO,0.05,M,AL,Action Level
909,WM,0.1,M,AL,Action Level
909,YF,0.2,M,AL,Action Level
910,AP,0.1,M,AL,Action Level
910,BB,0.1,M,AL,Action Level
910,BN,NT,M,,
910,BR,0.5,M,AL,Action Level
910,BZ,0.1,M,AL,Action Level
910,CB,0.1,M,AL,Action Level
910,CE,0.5,M,AL,Action Level
910,CH,0.2,M,AL,Action Level
910,CR,3,M,AL,Action Level
910,CS,0.1,M,AL,Action Level
910,CZ,0.2,M,AL,Action Level
910,DF,NT,M,,
910,FS,5,M,AL,Action Level
910,GB,0.2,M,AL,Action Level
910,GC,0.2,M,AL,Action Level
910,GJ,0.05,M,AL,Action Level
910,GZ,0.2,M,AL,Action Level
910,NE,0.2,M,AL,Action Level
910,OA,0.5,M,AL,Action Level
910,PC,0.2,M,AL,Action Level
910,RI,0.5,M,AL,Action Level
910,SS,0.1,M,AL,Action Level
910,ST,0.1,M,AL,Action Level
910,TO,0.05,M,AL,Action Level
910,WM,0.1,M,AL,Action Level
910,YF,0.2,M,AL,Action Level
911,AP,0.1,M,AL,Action Level
911,BB,0.1,M,AL,Action Level
911,BZ,0.1,M,AL,Action Level
911,CB,0.1,M,AL,Action Level
