Pesticide Code,Commodity Code,EPA Tolerance Value,pp_,Note,Comment
911,CE,0.5,M,AL,Action Level
911,CR,3,M,AL,Action Level
911,CS,0.1,M,AL,Action Level
911,FS,5,M,AL,Action Level
911,GJ,0.05,M,AL,Action Level
911,NE,0.2,M,AL,Action Level
911,OA,0.5,M,AL,Action Level
911,RI,0.5,M,AL,Action Level
911,SS,0.1,M,AL,Action Level
911,ST,0.1,M,AL,Action Level
911,WM,0.1,M,AL,Action Level
911,YF,0.2,M,AL,Action Level
915,AP,NT,M,,
915,CB,NT,M,,
915,CS,NT,M,,
915,FS,NA,M,,
915,GJ,NT,M,,
915,NE,NT,M,,
915,ST,NT,M,,
915,WM,NT,M,,
928,AP,NT,M,,
928,BB,NT,M,,
928,BZ,NT,M,,
928,CB,0.05,M,,
928,CE,NT,M,,
928,CS,0.05,M,,
928,DF,NT,M,,
928,FS,NA,M,,
928,GB,0.05,M,,
928,GC,0.05,M,,
928,GJ,NT,M,,
928,GZ,0.05,M,,
928,OA,NT,M,,
928,SS,NT,M,,
928,ST,NT,M,,
928,TO,NT,M,,
928,WM,NT,M,,
928,YF,0.05,M,,
930,AP,0.5,M,,Regional Tolerance
930,BB,1.8,M,,
930,BN,0.1,M,,
930,BR,0.6,M,,
930,BZ,1.8,M,,
930,CB,0.05,M,,
930,CE,3.0,M,,Tol for Leafy Subgrp 4B
930,CH,0.05,M,,Food/Feed Tolerance unless cov
930,CR,0.10,M,,
930,CS,0.05,M,,
930,CZ,0.05,M,,Food/Feed Tolerance unless cov
930,DF,0.1,M,,
930,FS,0.05,M,,Food Handling Establishment To
930,GB,0.6,M,,
930,GC,0.6,M,,
930,GJ,0.2,M,,
930,GZ,0.6,M,,
930,NE,0.5,M,,Regional Tolerance
930,OA,0.05,M,,Food Handling Establishment To
930,PC,0.5,M,,Regional Tolerance
930,RI,0.05,M,,Food Handling Establishment To
930,SS,0.4,M,,
930,ST,3.0,M,,
930,TO,0.15,M,,
930,WM,0.4,M,,
930,YF,0.2,M,,
943,AP,NT,M,,
943,BB,NT,M,,
943,BZ,NT,M,,
943,CE,35,M,,
943,GJ,NT,M,,
943,SS,NT,M,,
943,ST,NT,M,,
943,WM,NT,M,,
943,YF,0.2,M,,
945,BB,NT,M,,
945,BN,NT,M,,
945,BZ,NT,M,,
945,CB,NT,M,,
945,CE,NT,M,,
945,CH,NT,M,,
945,CR,7.0,M,,Regional Tolerance
945,CS,NT,M,,
945,CZ,NT,M,,
945,SS,NT,M,,
945,ST,NT,M,,
945,YF,NT,M,,
947,AP,NT,M,,
947,BB,NT,M,,
947,BN,NT,M,,
947,BR,NT,M,,
947,BZ,NT,M,,
947,CB,NT,M,,
947,CE,NT,M,,
947,CH,NT,M,,
947,CR,NT,M,,
947,CS,NT,M,,
947,CZ,NT,M,,
947,FS,NA,M,,
947,GB,NT,M,,
947,GJ,NT,M,,
947,NE,NT,M,,
947,PC,NT,M,,
947,SS,NT,M,,
947,ST,NT,M,,
947,WM,NT,M,,
947,YF,NT,M,,
948,BB,0.01,M,,Food/Feed Tolerance unless cov
948,BZ,0.01,M,,Food/Feed Tolerance unless cov
948,CB,0.01,M,,All Food/Feed Commodities Tole
948,CE,0.10,M,,
948,CS,0.01,M,,All Food/Feed Commodities Tole
948,SS,0.005,M,,
948,ST,0.05,M,,
948,YF,0.01,M,,Food/Feed Tolerance unless cov
950,AP,NT,M,,
950,BB,NT,M,,
950,BN,NT,M,,
950,BR,NT,M,,
950,BZ,NT,M,,
950,CB,NT,M,,
950,CE,NT,M,,
950,CH,NT,M,,
950,CS,NT,M,,
950,CZ,NT,M,,
950,FS,NA,M,,
950,GJ,NT,M,,
950,NE,NT,M,,
950,PC,NT,M,,
950,SS,NT,M,,
950,ST,NT,M,,
950,WM,NT,M,,
950,YF,0.04,M,,Admin. Guidelines/Section 18 E
951,BB,NT,,,
951,BN,NT,M,,
951,BZ,NT,,,
951,CB,0.05,M,,
951,CE,NT,M,,
951,CH,NT,M,,
951,CS,0.05,M,,
951,CZ,NT,M,,
951,GB,0.05,M,,
951,SS,NT,M,,
951,ST,NT,M,,
953,BB,NT,M,,
953,BZ,NT,M,,
953,CB,NT,M,,
953,CE,NT,M,,
953,CS,NT,M,,
953,SS,NT,M,,
953,ST,NT,M,,
953,YF,NT,M,,
954,BB,NT,M,,
954,BR,NT,M,,
954,BZ,NT,M,,
954,CB,NT,M,,
954,CE,NT,M,,
954,CS,NT,M,,
954,PC,NT,M,,
954,SS,NT,M,,
954,ST,NT,M,,
954,YF,NT,M,,
956,BB,NT,M,,
956,BN,NT,M,,
956,BR,NT,M,,
956,BZ,NT,M,,
956,CB,NT,M,,
956,CE,NT,M,,
956,CH,NT,M,,
956,CS,NT,M,,
956,CZ,NT,M,,
956,NE,NT,M,,
956,PC,NT,M,,
956,SS,NT,M,,
956,ST,NT,M,,
956,YF,NT,M,,
963,BB,NT,M,,
963,BZ,NT,M,,
963,CB,0.05,M,,
963,CE,NT,M,,
963,CS,0.05,M,,
963,DF,NT,M,,
963,GC,NT,M,,
963,GZ,NT,M,,
963,SS,NT,M,,
963,ST,NT,M,,
963,TO,NT,M,,
963,YF,NT,M,,
966,BB,NT,M,,
966,BN,NT,M,,
966,BZ,NT,M,,
966,CB,0.05,M,,
966,CE,NT,M,,
966,CH,NT,M,,
966,CS,0.05,M,,
966,CZ,NT,M,,
966,GB,0.05,M,,
966,SS,NT,M,,
966,ST,NT,M,,
967,AP,0.5,M,,
967,BB,3.5,M,,
967,BN,0.50,M,,
967,BR,3.5,M,,
967,BZ,3.5,M,,
967,CB,0.05,M,,
967,CE,6.0,M,,
967,CH,3.0,M,,
967,CR,0.40,M,,
967,CS,0.05,M,,
967,CZ,3.0,M,,
967,DF,0.10,M,,
967,FS,0.05,M,,
967,GB,4.0,M,,
967,GC,4.0,M,,
967,GJ,1.5,M,,
967,GZ,4.0,M,,
967,NE,3.0,M,,
967,OA,0.05,M,,
967,PC,3.0,M,,
967,RI,0.05,M,,
967,SS,0.5,M,,
967,ST,0.50,M,,
967,TO,1.0,M,,
967,WM,0.5,M,,
967,YF,0.3,M,,Inadvertent/Negligible Residue
A03,AP,NT,M,,
A03,FS,NA,M,,
A03,GJ,NT,M,,
A03,WM,NT,M,,
A05,AP,NT,M,,
A05,BB,0.01,M,,
A05,BN,NT,M,,
A05,BZ,0.01,M,,
A05,CB,0.01,M,,
A05,CE,0.01,M,,
A05,CH,0.01,M,,
A05,CR,0.01,M,,
A05,CS,0.01,M,,
A05,CZ,0.01,M,,
A05,DF,0.01,M,,
A05,FS,NA,M,,
A05,GB,0.01,M,,
A05,GC,0.01,M,,
A05,GJ,NT,M,,
A05,GZ,0.01,M,,
A05,NE,NT,M,,
A05,OA,0.01,M,,
A05,RI,0.01,M,,
A05,SS,NT,M,,
A05,ST,NT,M,,
A05,TO,0.01,M,,
A05,WM,0.01,M,,
A05,YF,0.01,M,,
A15,BB,NT,M,,
A15,BZ,NT,M,,
A15,CB,0.01,M,,
A15,CE,NT,M,,
A15,CS,0.01,M,,
A15,SS,NT,M,,
A15,ST,NT,M,,
A15,YF,NT,M,,
A22,AP,NT,M,,
A22,BB,NT,M,,
A22,BN,NT,M,,
A22,BZ,NT,M,,
A22,CB,NT,M,,
A22,CE,NT,M,,
A22,CH,NT,M,,
A22,CZ,NT,M,,
A22,GJ,NT,M,,
A22,OA,NT,M,,
A22,RI,NT,M,,
A22,SS,NT,M,,
A22,ST,NT,M,,
A22,WM,NT,M,,
A22,YF,0.05,M,,
A25,BB,NT,M,,
A25,BZ,NT,M,,
A25,CB,NT,M,,
A25,CE,NT,M,,
A25,CS,NT,M,,
A25,SS,NT,M,,
A25,ST,NT,M,,
A30,AP,0.4,M,,
A30,BB,0.3,M,,
A30,BN,0.3,M,,
A30,BR,NT,M,,
A30,BZ,0.3,M,,
A30,CB,NT,M,,
A30,CE,NT,M,,
A30,CH,1.0,M,,
A30,CS,NT,M,,
A30,CZ,1.0,M,,
A30,DF,NT,M,,
A30,FS,NA,M,,
A30,GC,NT,M,,
A30,GJ,1.0,M,,
A30,GZ,NT,M,,
A30,NE,1.0,M,,
A30,OA,NT,M,,
A30,PC,1.0,M,,
A30,RI,NT,M,,
A30,SS,NT,M,,
A30,ST,NT,M,,
A30,TO,NT,M,,
A30,WM,NT,M,,
A30,YF,NT,M,,
A38,BB,NT,M,,
A38,BZ,NT,M,,
A38,CB,NT,M,,
A38,CE,NT,M,,
A38,CS,NT,M,,
A38,SS,NT,M,,
A38,ST,NT,M,,
A38,YF,0.01,M,,
A40,BB,NT,M,,
A40,BZ,NT,M,,
A40,CB,NT,M,,
A40,CE,NT,M,,
A40,CS,NT,M,,
A40,SS,NT,M,,
A40,ST,NT,M,,
A40,YF,NT,M,,
A42,BB,NT,M,,
A42,BZ,NT,M,,
A42,CB,NT,M,,
A42,CE,NT,M,,
A42,CS,NT,M,,
A42,SS,NT,M,,
A42,ST,NT,M,,
A43,CB,0.05,M,,
A43,CS,0.05,M,,
A43,ST,NT,M,,
A46,BB,NT,M,,
A46,BR,NT,M,,
A46,BZ,NT,M,,
A46,CB,NT,M,,
A46,CE,NT,M,,
A46,CS,NT,M,,
A46,DF,NT,M,,
A46,GC,NT,M,,
A46,GZ,NT,M,,
A46,PC,NT,M,,
A46,SS,NT,M,,
A46,ST,NT,M,,
A46,TO,NT,M,,
A46,YF,NT,M,,
A47,AP,2,M,,
A47,BB,NT,M,,
A47,BN,0.3,M,,
A47,BR,NT,M,,
A47,BZ,NT,M,,
A47,CB,NT,M,,
A47,CE,10.0,M,,
A47,CH,NT,M,,
A47,CS,NT,M,,
A47,CZ,NT,M,,
A47,GB,NT,M,,
A47,GJ,NT,M,,
A47,PC,NT,M,,
A47,SS,2.0,M,,
A47,ST,NT,M,,
A47,WM,2.0,M,,
A47,YF,0.1,M,,
A48,AP,NT,M,,
A48,BB,NT,M,,
A48,BN,NT,M,,
A48,BR,NT,M,,
A48,BZ,NT,M,,
A48,CB,NT,M,,
A48,CE,NT,M,,
A48,CH,NT,M,,
A48,CS,NT,M,,
A48,CZ,NT,M,,
A48,FS,NA,M,,
A48,GJ,NT,M,,
A48,NE,NT,M,,
A48,PC,NT,M,,
A48,SS,NT,M,,
A48,ST,NT,M,,
A48,WM,NT,M,,
A48,YF,NT,M,,
A53,BB,NT,M,,
A53,BZ,NT,M,,
A53,CB,NT,M,,
A53,CE,NT,M,,
A53,CS,NT,M,,
A53,SS,NT,M,,
A53,ST,NT,M,,
A53,YF,NT,M,,
A58,AP,0.05,M,,
A58,BB,NT,M,,
A58,BN,0.05,M,,
A58,BR,NT,M,,
A58,BZ,NT,M,,
A58,CB,0.5,M,,
A58,CE,NT,M,,
A58,CH,5.0,M,,Pre and Postharvest Applicatio
A58,CS,0.5,M,,
A58,CZ,5.0,M,,Pre and Postharvest Applicatio
A58,DF,0.1,M,,
A58,GB,0.1,M,,
A58,GC,0.1,M,,
A58,GJ,5.0,M,,
A58,GZ,0.1,M,,
A58,NE,1.0,M,,
A58,OA,0.15,M,,
A58,PC,1.0,M,,
A58,RI,NT,M,,
A58,SS,0.4,M,,
A58,ST,NT,M,,
A58,TO,1.3,M,,
A58,WM,0.4,M,,
A58,YF,0.08,M,,
A60,CB,0.05,M,,
A60,CS,0.05,M,,
A60,ST,NT,M,,
A61,AP,0.50,M,,
A61,BB,2.0,M,,
A61,BN,NT,M,,
A61,BR,8.0,M,,
A61,BZ,2.0,M,,
A61,CB,NT,M,,
A61,CE,NT,M,,
A61,CH,1.5,M,,
A61,CS,NT,M,,
A61,CZ,1.5,M,,
A61,GB,NT,M,,
A61,GJ,2.5,M,,
A61,PC,NT,M,,
A61,SS,0.5,M,,
A61,ST,2.0,M,,
A61,WM,0.5,M,,
A61,YF,NT,M,,
A82,BB,NT,M,,
A82,BN,NT,M,,
A82,BR,NT,M,,
A82,BZ,NT,M,,
A82,CB,NT,M,,
A82,CE,NT,M,,
A82,CH,NT,M,,
A82,CS,NT,M,,
A82,CZ,NT,M,,
A82,DF,0.05,M,,
A82,GC,NT,M,,
A82,GZ,NT,M,,
A82,PC,NT,M,,
A82,RI,0.04,M,,
A82,SS,NT,M,,
A82,ST,NT,M,,
A82,TO,NT,M,,
A84,AP,NT,M,,
A84,CB,NT,M,,
A84,CS,NT,M,,
A84,FS,NA,M,,
A84,GJ,NT,M,,
A84,ST,NT,M,,
A84,WM,NT,M,,
AAK,BB,NT,M,,
AAK,BZ,NT,M,,
AAK,CB,NT,M,,
AAK,CE,NT,M,,
AAK,CS,NT,M,,
AAK,DF,NT,M,,
AAK,GC,NT,M,,
AAK,GZ,NT,M,,
AAK,SS,NT,M,,
AAK,ST,NT,M,,
AAK,TO,NT,M,,
AAK,YF,NT,M,,
AAU,BB,NT,M,,
AAU,BZ,NT,M,,
AAU,CB,NT,M,,
AAU,CE,NT,M,,
AAU,CS,NT,M,,
AAU,SS,NT,M,,
AAU,ST,NT,M,,
AAV,BB,NT,M,,
AAV,BZ,NT,M,,
AAV,CB,NT,M,,
AAV,CE,NT,M,,
AAV,CS,NT,M,,
AAV,SS,NT,M,,
AAV,ST,NT,M,,
AAX,AP,NT,M,,
AAX,BB,NT,M,,
AAX,BZ,NT,M,,
AAX,CB,NT,M,,
AAX,CE,NT,M,,
AAX,CS,NT,M,,
AAX,DF,NT,M,,
AAX,FS,NA,M,,
AAX,GC,NT,M,,
AAX,GJ,NT,M,,
AAX,GZ,NT,M,,
AAX,SS,NT,M,,
AAX,ST,NT,M,,
AAX,TO,NT,M,,
AAX,WM,NT,M,,
AAX,YF,NT,M,,
AAY,BB,0.15,M,,
AAY,BN,NT,M,,
AAY,BZ,0.15,M,,
AAY,CB,NT,M,,
AAY,CE,NT,M,,
AAY,CH,NT,M,,
AAY,CS,NT,M,,
AAY,CZ,NT,M,,
AAY,GB,NT,M,,
AAY,SS,NT,M,,
AAY,ST,0.15,M,,
AAY,YF,0.15,M,,
ABB,BB,0.250,M,,
ABB,BZ,0.250,M,,
ABB,CB,0.02,M,,
ABB,CE,8.0,M,,
ABB,CR,0.10,M,,
ABB,CS,0.02,M,,
ABB,DF,7.0,M,,
ABB,GB,0.30,M,,
ABB,GC,0.30,M,,
ABB,GZ,0.30,M,,
ABB,NE,0.20,M,,
ABB,OA,1.5,M,,
ABB,RI,1.5,M,,
ABB,SS,0.3,M,,
ABB,ST,1.0,M,,
ABB,TO,0.4,M,,
ABB,YF,0.02,M,,
ABC,AP,0.20,M,,
ABC,BB,0.250,M,,
ABC,BN,0.25,M,,
ABC,BR,2.0,M,,
ABC,BZ,0.250,M,,
ABC,CH,0.20,M,,
ABC,CZ,0.20,M,,
ABC,GJ,0.50,M,,
ABC,WM,0.3,M,,
ABD,BB,0.250,M,,
ABD,BN,0.25,M,,
ABD,BR,2.0,M,,
ABD,BZ,0.250,M,,
ABD,CH,0.20,M,,
ABD,CZ,0.20,M,,
ABD,GJ,0.50,M,,
ABF,BB,NT,M,,
ABF,BN,NT,M,,
ABF,BZ,NT,M,,
ABF,CB,NT,M,,
ABF,CE,0.6,M,,
ABF,CH,NT,M,,
ABF,CS,NT,M,,
ABF,CZ,NT,M,,
ABF,DF,NT,M,,
ABF,GC,NT,M,,
ABF,GZ,NT,M,,
ABF,SS,0.1,M,,
ABF,ST,NT,M,,
ABF,TO,0.2,M,,
ABF,YF,NT,M,,
ABG,AP,1.0,M,,
ABG,BB,3.0,M,,
ABG,BN,NT,M,,
ABG,BR,5.0,M,,
ABG,BZ,3.0,M,,
ABG,CB,NT,M,,
ABG,CE,2.0,M,,
ABG,CH,NT,M,,
ABG,CS,NT,M,,
ABG,CZ,NT,M,,
ABG,DF,0.04,M,,
ABG,FS,NA,M,,
ABG,GC,NT,M,,
ABG,GJ,3.0,M,,
ABG,GZ,NT,M,,
ABG,PC,NT,M,,
ABG,SS,NT,M,,
ABG,ST,3.0,M,,
ABG,TO,1.0,M,,
ABG,WM,NT,M,,
ABG,YF,NT,M,,
ACB,BB,NT,M,,
ACB,BZ,NT,M,,
ACB,CB,NT,M,,
ACB,CE,NT,M,,
ACB,CS,NT,M,,
ACB,SS,NT,M,,
ACB,ST,NT,M,,
ACC,BB,NT,M,,
ACC,BZ,NT,M,,
ACC,CB,NT,M,,
ACC,CE,NT,M,,
ACC,CS,NT,M,,
ACC,SS,NT,M,,
ACC,ST,NT,M,,
ACD,AP,NT,M,,
ACD,BB,NT,M,,
ACD,BZ,NT,M,,
ACD,CB,NT,M,,
ACD,CE,NT,M,,
ACD,CS,NT,M,,
ACD,GJ,NT,M,,
ACD,SS,NT,M,,
ACD,ST,NT,M,,
ACD,WM,NT,M,,
ACM,CB,0.1,M,,
ACM,CS,0.1,M,,
ACM,ST,NT,M,,
ACS,BB,NT,M,,
ACS,BZ,NT,M,,
ACS,CB,NT,M,,
ACS,CE,NT,M,,
ACS,CS,NT,M,,
ACS,SS,NT,M,,
ACS,ST,NT,M,,
ACV,CB,EX2,M,,Exempt from Tolerance per 40 C
ACV,CE,EX2,M,,Exempt from Tolerance per 40 C
ACV,CS,EX2,M,,Exempt from Tolerance per 40 C
ACV,DF,EX2,M,,Exempt from Tolerance per 40 C
ACV,GB,EX2,M,,Exempt from Tolerance per 40 C
ACV,GC,EX2,M,,Exempt from Tolerance per 40 C
ACV,GZ,EX2,M,,Exempt from Tolerance per 40 C
ACV,TO,EX2,M,,Exempt from Tolerance per 40 C
ADC,AP,1.0,M,,All Food/Feed Commodities Tole
ADC,BB,1.0,M,,Food/Feed Tolerance unless cov
ADC,BN,1.0,M,,Food/Feed Tolerance unless cov
ADC,BZ,1.0,M,,Food/Feed Tolerance unless cov
ADC,CB,1.0,M,,All Food/Feed Commodities Tole
ADC,CE,1.0,M,,Food/Feed Tolerance unless cov
ADC,CH,1.0,M,,Food/Feed Tolerance unless cov
ADC,CR,1.0,M,,Food/Feed Tolerance unless cov
ADC,CS,1.0,M,,All Food/Feed Commodities Tole
ADC,CZ,1.0,M,,Food/Feed Tolerance unless cov
ADC,GB,1.0,M,,Food/Feed Tolerance unless cov
ADC,NE,1.0,M,,Food/Feed Tolerance unless cov
ADC,OA,1.0,M,,All Food/Feed Commodities Tole
ADC,RI,1.0,M,,All Food/Feed Commodities Tole
ADC,SS,1.0,M,,Food/Feed Tolerance unless cov
ADC,ST,1.0,M,,All Food/Feed Commodities Tole
ADC,WM,1.0,M,,All Food/Feed Commodities Tole
ADC,YF,1.0,M,,Food/Feed Tolerance unless cov
ADD,AP,NT,M,,
ADD,BB,NT,M,,
ADD,BN,NT,M,,
ADD,BZ,NT,M,,
ADD,CB,0.01,M,,
ADD,CE,NT,M,,
ADD,CH,NT,M,,
ADD,CS,0.01,M,,
ADD,CZ,NT,M,,
ADD,DF,NT,M,,
ADD,FS,NA,M,,
ADD,GC,NT,M,,
ADD,GJ,NT,M,,
ADD,GZ,NT,M,,
ADD,SS,NT,M,,
ADD,ST,NT,M,,
ADD,TO,NT,M,,
ADD,WM,NT,M,,
ADD,YF,NT,M,,
ADE,AP,1.0,M,,
ADE,BB,1.0,M,,
ADE,BR,1.0,M,,
ADE,BZ,1.0,M,,
ADE,CB,0.1,M,,
ADE,CE,0.05,M,,Food/Feed Tolerance unless cov
ADE,CS,0.1,M,,
ADE,DF,0.3,M,,
ADE,FS,0.05,M,,Food/Feed Tolerance unless cov
ADE,GB,1.0,M,,
ADE,GC,1.0,M,,
ADE,GJ,0.05,M,,Food/Feed Tolerance unless cov
ADE,GZ,1.0,M,,
ADE,OA,0.05,M,,All Food/Feed Commodities Tole
ADE,PC,3.0,M,,
ADE,RI,0.05,M,,All Food/Feed Commodities Tole
ADE,SS,0.5,M,,
ADE,TO,0.5,M,,
ADE,WM,0.5,M,,
ADE,YF,0.05,M,,
ADG,AP,1.0,M,,
ADG,BB,1.5,M,,
ADG,BN,NT,M,,
ADG,BR,12,M,,
ADG,BZ,1.5,M,,
ADG,CB,0.02,M,,
ADG,CE,14,M,,
ADG,CH,0.90,M,,
ADG,CS,0.02,M,,
ADG,CZ,0.90,M,,
ADG,FS,NA,M,,
ADG,GB,0.9,M,,
ADG,GJ,2,M,,
ADG,NE,0.90,M,,
ADG,PC,0.90,M,,
ADG,SS,0.60,M,,
ADG,ST,NT,M,,
ADG,WM,0.60,M,,
ADG,YF,0.80,M,,
ADH,AP,NT,M,,
ADH,BB,NT,M,,
ADH,BN,NT,M,,
ADH,BZ,NT,M,,
ADH,CB,NT,M,,
ADH,CE,NT,M,,
ADH,CH,NT,M,,
ADH,CR,NT,M,,
ADH,CS,NT,M,,
ADH,CZ,NT,M,,
ADH,FS,NA,M,,
ADH,GB,NT,M,,
ADH,GJ,NT,M,,
ADH,NE,NT,M,,
ADH,SS,NT,M,,
ADH,ST,NT,M,,
ADH,WM,NT,M,,
ADH,YF,NT,M,,
ADI,AP,5.0,M,,All Food/Feed Commodities Tole
ADI,BB,5.0,M,,All Food/Feed Commodities Tole
ADI,BZ,5.0,M,,All Food/Feed Commodities Tole
ADI,CB,5.0,M,,All Food/Feed Commodities Tole
ADI,CE,5.0,M,,All Food/Feed Commodities Tole
ADI,CS,5.0,M,,All Food/Feed Commodities Tole
ADI,GJ,5.0,M,,All Food/Feed Commodities Tole
ADI,RI,0.01,M,,
ADI,SS,5.0,M,,All Food/Feed Commodities Tole
ADI,ST,5.0,M,,All Food/Feed Commodities Tole
ADI,TO,5.0,M,,All Food/Feed Commodities Tole
ADI,WM,5.0,M,,All Food/Feed Commodities Tole
ADI,YF,5.0,M,,All Food/Feed Commodities Tole
ADK,AP,NT,M,,
ADK,BB,NT,M,,
ADK,BN,NT,M,,
ADK,BZ,NT,M,,
ADK,CB,NT,M,,
ADK,CE,NT,M,,
ADK,CH,NT,M,,
ADK,CR,NT,M,,
ADK,CS,NT,M,,
ADK,CZ,NT,M,,
ADK,FS,NA,M,,
ADK,GB,NT,M,,
ADK,GJ,NT,M,,
ADK,NE,NT,M,,
ADK,SS,NT,M,,
ADK,ST,NT,M,,
ADK,WM,NT,M,,
ADK,YF,NT,M,,
ADR,BB,NT,M,,
ADR,BR,NT,M,,
ADR,BZ,NT,M,,
ADR,CB,NT,M,,
ADR,CE,NT,M,,
ADR,CS,NT,M,,
ADR,OA,0.01,M,,
ADR,PC,NT,M,,
ADR,SS,NT,M,,
ADR,ST,NT,M,,
ADR,YF,NT,M,,
AEC,BB,0.2,M,,Food/Feed Tolerance unless cov
AEC,BZ,0.2,M,,Food/Feed Tolerance unless cov
AEC,CB,0.2,M,,All Food/Feed Commodities Tole
AEC,CE,0.2,M,,Food/Feed Tolerance unless cov
AEC,CR,0.2,M,,Food/Feed Tolerance unless cov
AEC,CS,0.2,M,,All Food/Feed Commodities Tole
AEC,DF,0.2,M,,Food/Feed Tolerance unless cov
AEC,GB,0.2,M,,Food/Feed Tolerance unless cov
AEC,GC,0.2,M,,Food/Feed Tolerance unless cov
AEC,GJ,0.2,M,,Food/Feed Tolerance unless cov
AEC,GZ,0.2,M,,Food/Feed Tolerance unless cov
AEC,NE,0.2,M,,Food/Feed Tolerance unless cov
AEC,SS,0.2,M,,Food/Feed Tolerance unless cov
AEC,ST,0.2,M,,All Food/Feed Commodities Tole
AEC,TO,0.2,M,,All Food/Feed Commodities Tole
AEC,YF,0.2,M,,Food/Feed Tolerance unless cov
AEG,CB,0.01,M,,
AEG,CS,0.01,M,,
AEG,OA,0.01,M,,
AEG,ST,NT,M,,
AEH,BB,0.05,M,,
AEH,BR,NT,M,,
AEH,BZ,0.05,M,,
AEH,CB,0.05,M,,
AEH,CE,NT,M,,
AEH,CS,0.05,M,,
AEH,PC,NT,M,,
AEH,SS,0.5,M,,
AEH,ST,NT,M,,
AEJ,AP,3.0,M,,All Food/Feed Commodities Tole
AEJ,CE,3.0,M,,Food/Feed Tolerance unless cov
AEJ,CR,3.0,M,,Food/Feed Tolerance unless cov
AEJ,DF,3.0,M,,Food/Feed Tolerance unless cov
AEJ,FS,3.0,M,,Food/Feed Tolerance unless cov
AEJ,GC,3.0,M,,Food/Feed Tolerance unless cov
AEJ,GJ,3.0,M,,Food/Feed Tolerance unless cov
AEJ,GZ,3.0,M,,Food/Feed Tolerance unless cov
AEJ,NE,3.0,M,,Food/Feed Tolerance unless cov
AEJ,TO,3.0,M,,All Food/Feed Commodities Tole
AEJ,WM,3.0,M,,All Food/Feed Commodities Tole
AEK,AP,3.0,M,,All Food/Feed Commodities Tole
AEK,CE,3.0,M,,Food/Feed Tolerance unless cov
AEK,CR,3.0,M,,Food/Feed Tolerance unless cov
AEK,DF,3.0,M,,Food/Feed Tolerance unless cov
AEK,FS,3.0,M,,Food/Feed Tolerance unless cov
AEK,GC,3.0,M,,Food/Feed Tolerance unless cov
AEK,GJ,3.0,M,,Food/Feed Tolerance unless cov
AEK,GZ,3.0,M,,Food/Feed Tolerance unless cov
AEK,NE,3.0,M,,Food/Feed Tolerance unless cov
AEK,TO,3.0,M,,All Food/Feed Commodities Tole
AEK,WM,3.0,M,,All Food/Feed Commodities Tole
AEL,AP,0.30,M,,
AEL,BB,0.01,M,,Food/Feed Tolerance unless cov
AEL,BN,0.01,M,,Food/Feed Tolerance unless cov
AEL,BR,0.4,M,,
AEL,BZ,0.01,M,,Food/Feed Tolerance unless cov
AEL,CB,0.05,M,,
AEL,CE,0.01,M,,Food/Feed Tolerance unless cov
AEL,CH,0.50,M,,
AEL,CS,0.05,M,,
AEL,CZ,0.50,M,,
AEL,DF,0.4,M,,
AEL,FS,0.01,M,,Food/Feed Tolerance unless cov
AEL,GB,0.20,M,,
AEL,GC,0.20,M,,
AEL,GJ,0.01,M,,Food/Feed Tolerance unless cov
AEL,GZ,0.20,M,,
AEL,PC,0.50,M,,
AEL,SS,0.05,M,,
AEL,ST,0.01,M,,All Food/Feed Commodities Tole
AEL,TO,0.1,M,,
AEL,WM,0.05,M,,
AEL,YF,0.01,M,,
AEM,CR,0.01,M,,Food/Feed Tolerance unless cov
AEM,NE,0.50,M,,
AEM,OA,0.05,M,,
AEM,RI,1.0,M,,
AEP,AP,1.0,M,,
AEP,BB,0.01,M,,
AEP,BN,0.02,M,,Tolerance For Thiamethoxam
AEP,BR,1.9,M,,
AEP,BZ,0.01,M,,
AEP,CB,0.01,M,,
AEP,CE,3.0,M,,
AEP,CH,0.5,M,,Tolerance For Thiamethoxam
AEP,CR,0.8,M,,
AEP,CS,0.01,M,,
AEP,CZ,0.5,M,,Tolerance For Thiamethoxam
AEP,DF,0.01,M,,
AEP,FS,0.02,M,,Tolerance For Thiamethoxam
AEP,GB,0.02,M,,Tolerance For Thiamethoxam
AEP,GC,0.02,M,,Tolerance For Thiamethoxam
AEP,GJ,0.60,M,,
AEP,GZ,0.02,M,,Tolerance For Thiamethoxam
AEP,NE,0.80,M,,Tolerance for Peaches
AEP,OA,0.01,M,,
AEP,PC,0.80,M,,
AEP,RI,0.01,M,,
AEP,SS,0.06,M,,
AEP,ST,0.02,M,,All Food/Feed Commodities Tole
AEP,TO,0.20,M,,
AEP,WM,0.06,M,,
AEP,YF,0.02,M,,
AEQ,BB,NT,M,,
AEQ,BZ,NT,M,,
AEQ,CB,NT,M,,
AEQ,CE,NT,M,,
AEQ,CS,NT,M,,
AEQ,SS,NT,M,,
AEQ,ST,NT,M,,
AER,CB,NT,M,,
AER,CE,0.60,M,,
AER,CR,1.0,M,,
AER,CS,NT,M,,
AER,DF,0.05,M,,
AER,GB,3.5,M,,
AER,GC,3.5,M,,
AER,GZ,3.5,M,,
AER,NE,0.20,M,,
AER,SS,0.50,M,,
AER,ST,3.0,M,,
AER,TO,1.0,M,,
AES,AP,2.0,M,,
AES,BB,3.0,M,,
AES,BN,NT,M,,
AES,BR,7.0,M,,
AES,BZ,3.0,M,,
